id,name,description,brand,color,barcode,origin,material,size,price
918,hac habitasse platea dictumst morbi vestibulum,"Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",brand_4,,67938-1089,Argentina,,S,11.52
919,accumsan tellus nisi,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",brand_2,,49288-0281,Honduras,,,21.76
920,imperdiet sapien urna pretium nisl ut,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",brand_9,Puce,49877-006,Canada,Steel,,23.93
921,erat fermentum,"Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",brand_9,Red,54575-169,Indonesia,Steel,,8.14
922,justo sit amet sapien dignissim,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,brand_3,Violet,21695-347,Tanzania,,,15.23
923,dolor sit amet consectetuer adipiscing,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",brand_1,Red,10191-1845,,,,18.89
924,vel nulla,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",brand_10,Violet,47335-176,Russia,,,12.3
925,curabitur convallis duis,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.,brand_4,Yellow,53329-072,Czech Republic,,,24.85
926,in hac habitasse,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.",brand_10,Mauv,68462-499,Sri Lanka,,,23.67
927,cubilia curae donec pharetra,Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.,brand_2,,10596-340,Lebanon,Aluminum,,13.25
928,odio cras,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",brand_4,,0591-5513,Indonesia,,,16.15
929,odio in,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,brand_3,Yellow,10096-0154,Central African Republic,,,
930,quisque porta volutpat erat quisque erat,"Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",brand_3,Purple,25021-455,United States,,,20.06
931,feugiat non pretium quis lectus,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",brand_3,,0228-2666,Greece,,L,16.57
932,rhoncus aliquam lacus morbi quis tortor,"Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero.",brand_2,,67234-009,,,,7.66
933,nibh in lectus pellentesque,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.",brand_4,Mauv,36987-2386,Indonesia,,,29.91
934,pretium nisl ut volutpat sapien,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.",brand_4,Red,59779-604,China,,,5.59
935,quis turpis,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",brand_7,,63629-3316,Russia,,,23.23
936,elit proin,Curabitur convallis.,brand_7,,58411-142,Honduras,Granite,L,7.51
937,congue elementum in hac habitasse,In hac habitasse platea dictumst.,brand_3,Violet,0268-0037,Czech Republic,Plastic,,18.77
938,velit vivamus vel nulla,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",brand_4,Yellow,62778-108,Philippines,,,13.15
939,orci mauris,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.",brand_5,Pink,65862-449,Indonesia,,,21.17
940,rutrum neque aenean auctor gravida sem,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",brand_3,Aquamarine,0781-3101,France,,,6.22
941,sapien arcu sed augue aliquam erat,,brand_4,,51672-2112,Portugal,Glass,,13.61
942,nec sem duis aliquam convallis,"Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",brand_3,,0078-0366,United States,,XS,
943,sagittis nam congue,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.",brand_8,Khaki,63629-1605,,Rubber,,5.18
944,et magnis dis parturient,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,brand_5,Maroon,51706-302,Russia,,,15.71
945,eget orci vehicula condimentum curabitur in,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo.",brand_7,Purple,54641-006,Vietnam,Plastic,,21.98
946,semper sapien a libero nam,"Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",brand_7,Mauv,0067-6426,Indonesia,Wood,,19.71
947,est lacinia nisi venenatis tristique,Aliquam erat volutpat. In congue. Etiam justo.,brand_10,,62011-0078,Russia,,XS,18.29
948,dis parturient,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",brand_9,,43063-428,Serbia,,,13.99
949,sapien sapien,,brand_8,Turquoise,52964-1001,Brazil,,,9.88
950,nam ultrices libero non,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst.",brand_2,Purple,79596-100,Morocco,Plastic,,25.82
951,amet eleifend pede libero quis,"Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",brand_5,Mauv,64376-612,Thailand,Brass,,17.01
952,sociis natoque penatibus et magnis,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",brand_4,,52125-136,Mexico,Vinyl,XS,10.43
953,vel augue vestibulum ante,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",brand_9,Violet,64942-1249,China,,3XL,20.38
954,,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",brand_10,,21695-331,,,3XL,5.12
955,ultrices posuere,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",brand_6,Teal,0268-1339,,,,6.28
956,nisi volutpat eleifend,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",brand_10,,67046-250,Poland,,2XL,15.22
957,dapibus nulla suscipit,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.",brand_6,,59321-032,,,,19.62
958,quam pede lobortis ligula sit amet,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,brand_3,,49349-231,China,,2XL,18.11
959,ac enim in,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl.",brand_9,Turquoise,54868-6262,,Glass,2XL,7.7
960,urna ut tellus nulla ut erat,Vestibulum rutrum rutrum neque.,brand_4,,50436-3171,China,,2XL,15.05
961,ut nulla sed,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.",brand_9,Purple,57955-5113,Indonesia,Brass,,27.57
962,lorem vitae mattis,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",brand_7,Fuscia,16781-426,China,Aluminum,,15.01
963,fermentum justo nec condimentum,,brand_6,,65841-803,Comoros,,,15.51
964,sem praesent,,brand_1,,68515-001,France,,,29.16
965,at turpis a pede posuere nonummy,Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,brand_9,,41163-368,China,,M,18.67
966,eu orci mauris lacinia,"In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",brand_10,Maroon,0378-6280,Indonesia,,,21.18
967,morbi non lectus aliquam sit,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",brand_9,,57520-0636,China,Brass,L,5.76
968,vivamus vel,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",brand_4,,60846-811,Peru,,2XL,9.86
969,volutpat sapien,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,brand_4,,36987-1025,Brazil,Wood,2XL,11.17
970,etiam vel augue,,brand_10,Khaki,49349-388,El Salvador,Rubber,,19.27
971,a odio in,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",brand_1,,54569-5553,,Rubber,3XL,
972,non mattis,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.",brand_3,Crimson,31645-155,China,,XL,24.27
973,odio curabitur convallis,"Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",brand_10,,54868-5208,Chad,,,21.46
974,porttitor id consequat in consequat ut,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",brand_2,,56062-479,Indonesia,,,
975,lacus at turpis donec posuere,Donec vitae nisi.,brand_1,,54473-258,Russia,,,16.82
976,nunc purus phasellus in felis,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",brand_2,Maroon,43598-225,China,,2XL,19.61
977,donec vitae nisi nam ultrices libero,"Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",brand_1,,61734-102,United States,Granite,,15.16
978,sed augue aliquam erat,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.",brand_9,Aquamarine,41167-0575,Armenia,,2XL,13.47
